"","score","text"
"36",0,"Pretending #racism doesn’t exist or veiling it in humour won’t make it go away http://t.co/DPpayJpUAf #EndRacism"
"37",-1,"Islam opposes #racism in all its forms! In fact, Prophet Muhammad (pbuh) described it to be pure ignorance!"
"38",-1,"#Racism is not my thing but some people don't really give me an option! #SelfishToTheCore"
"39",0,"RT @doctorjoe56: #GOP's REAL agenda-&gt;
#ConstitutionalConservative #Teabaggers want the good ole days of #racism
http://t.co/iyRm30n3Up”@elm…"
"40",-1,"#immigration #racism Canada Post Unveils Stamp to Mark Komagata Maru Incident! | Live Punjab http://t.co/zIozACsBK8"
"41",-1,"Islam opposes #racism in all its forms! In fact, Prophet Muhammad (pbuh) described it to be pure ignorance!"
"42",-1,"The Jacket: A #Documentary on #Racism Goes to #Indiegogo http://t.co/OKBCSlZ1Kd via @rrthakur"
"43",-1,"Islam opposes #racism in all its forms! In fact, Prophet Muhammad (pbuh) described it to be pure ignorance!"
"44",-1,"What happens when the mates of Australia's Attorney General George Brandis exercise their ""right to #bigotry"" http://t.co/kpYzwtfB3W #racism"
"45",-1,"wah! HK has yellow, red and black rainstorm warnings, but no white!! #racism #Sarcastictweet"
"46",-1,"#muslims #jews #racism #arab Spain invite Jews expelled from the country in 16 Century. But don't mention  Muslims http://t.co/9v2VpkaqFD"
"47",-1,"Islam opposes #racism in all its forms! In fact, Prophet Muhammad (pbuh) described it to be pure ignorance!"
"48",-1,"#Racism is real--but it comes/goes in all ways. #fact ;)"
"49",-2,"Heard a lot of high profile artists use the 'N' word, Rapers especially nobody sues them, why? #JeremyClarkson #racism #TopGear"
"50",2,"Then why the differentiation??? #society #racism #humanity #love #religion #respect #peace http://t.co/yom8JvXU32"
"51",-1,"RT @TPNNtweets: Dem Congressman Blasts @SenatorTimScott for Not Voting According to the Color of His Skin http://t.co/YBVQ7sXDDx #Racist #R…"
"52",-2,"@ABCIndigenous Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"53",-2,"RT @Lin_Wong_: @gabriellecj Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe       anti-#racism &amp; anti #bullying i…"
"54",-2,"@Casey_Burgess Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"55",-2,"@tommyandstace Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"56",-1,"Pretending #racism doesn’t exist won’t make it go away http://t.co/xOsACKpsJm via @qz"
"57",-2,"@LaylaBroughton Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"58",-2,"@PeterVthatsme Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"59",-2,"@kyleandjackieo Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe    anti-#racism &amp; anti #bullying initiative"
"60",0,"Is ownership of Golden State Warriors pro Donald Sterling ?? #sterling #warriors #markjackson #nba #goldenstate #donaldsterling #racism"
"61",0,"Is ownership of Golden State Warriors pro Donald Sterling ?? #sterling #warriors #markjackson #nba #goldenstate #donaldsterling #racism"
"62",-1,"Kim #Kardashian Just Realized #Racism Still Exists http://t.co/2u8VOUiDEn via @HuffPostCeleb"
"63",-1,"long discussion about #racism by #WhitePeople. You have been warned, my apologies in advanced for my nescience http://t.co/bYWV1g0jKm"
"64",0,"RT @doctorjoe56: #GOP's REAL agenda-&gt;
#ConstitutionalConservative #Teabaggers want the good ole days of #racism
http://t.co/iyRm30n3Up”@elm…"
"65",-2,"#KimKardashian Reveals Fears of Raising Daughter in a World Where #Racism is ""Still Alive"" http://t.co/Uz8eG3d0Dq via @getswayy - #celebrity"
"66",-2,"#women #WomenSucceed #racism #culture Rape used as a #weapon of #war in #Africa http://t.co/oT9lj8NH6W"
"67",-1,"#Infographics #interactives #NFL #NFLdraft #racism Which Words Are Used To Describe White And Black N http://t.co/ffpRaWgTSb #prayer #c"
"68",-2,"RT @atomiktiger: 15 Moronic Things #Liberals Call #Racism Since #Obama Was Elected http://t.co/P7bZhOsqgs  #libtard #tcot #TGDN #PJNET #RNR"
"69",-2,"#women #WomenSucceed #racism #culture Rape used as a #weapon of #war in #Africa http://t.co/FlRYX8Bsm1"
"70",-2,"RT @atomiktiger: 15 Moronic Things #Liberals Call #Racism Since #Obama Was Elected http://t.co/P7bZhOsqgs  #libtard #tcot #TGDN #PJNET #RNR"
"71",-2,"Support the #Taiji fisherman! No bullying! No racism! #Tweet4Taiji #thecove #seashepherd #racism"
"72",-2,"RT @atomiktiger: 15 Moronic Things #Liberals Call #Racism Since #Obama Was Elected http://t.co/P7bZhOsqgs  #libtard #tcot #TGDN #PJNET #RNR"
"73",-2,"Nothing against the black brothers but new generation need change an I hate #racism"
"74",-2,"Dumblebee on @BBCRadio4 giving us the heads up on Any Questions that #racism will be included!
Not biased then against #UKIP"
"75",-1,"There's so much fucked up in the world. #racism #whiteprivilege #genderequality #LGBTequality #NSA #globalwarming #narcissism #antisocial "
"76",-2,"RT @susanpai: Are you implicitly #racist? Take Harvard's online test &amp; see. https://t.co/tBoCJjgeNs #racism #Harvard"
"77",-2,"15 Moronic Things #Liberals Call #Racism Since #Obama Was Elected http://t.co/P7bZhOsqgs  #libtard #tcot #TGDN #PJNET #RNR"
"78",-2,"#mixedraceproblems  is we still face the racism as long as we alive , no more mix with white ass #racism #MixedGirlMonday #TeamWhiteGirls"
"79",-2,"RT @Lin_Wong_: @Cosima_DeVito  Pls check out our ""Don't be a LOSER"" (music video) http://t.co/yv124OUYDe   anti-#racism &amp; anti #bullying in…"
"80",-3,"Unbelievable. I'm no fan of #Obama, but THIS is nasty stuff #dprk #racism North Korea Calls Obama 'A Black Monkey' http://t.co/O99FzLpHqK"
"81",-2,"RT @danakarina02: @CharlieCrist #Florida : 'Intolerable' #racism Is A 'Big Reason' Why I Left The #GOP http://t.co/O1evS4VMCO via @HuffPost…"
"82",-2,"RT @wfwforde: Must read! #prejudice #racism #Pasadena http://t.co/lAssaJ5pb8"
"83",1,"Really? Applauding someone for ""standing up"" to #racism only when it (finally) affects them?? Wow. Bravo. #kardasians http://t.co/qdpIqSgHoN"
"84",-1,"Kim Kardashian Just Realized #racism Still Exists After Having A Baby -  Ever since Kim Kardashian and Kanye West... http://t.co/yuNptH79hd"
"85",0,"“@Chad4Regina: Actually, it's black. ;-)”

Whoa. More #racism from CN? When will you confirm your #KKK membership Chadders?"
"86",-1,"REALLY? Reeeealllyyy?????!?! How is this ok? ""@misogyny_online: #misogyny #DVA #Islamophobia &amp; #racism from #Sun http://t.co/jesfa0EYN8”"
"87",-1,"RT @misogyny_online: #misogyny #DVA #Islamophobia &amp; #racism from #Sun http://t.co/IIHP5m4iMA"
"88",-3,"Racism is dead - editorial cartoon http://t.co/wJaxkwJHDy #Racism #Sterling #Bundy"
"89",-2,"@Dontarion blessed. Perhaps it won't be so bad. However, I won't do the Everglades or the Florida panhandle cause #racism"
"90",0,"Wonderful #meme #against #racism http://t.co/kP52j83vXU"
"91",-2,"@MyFoxNY Reason why I have not bothered to visit that state. I'm sure they'd think I'm Mexican and start something. #racism #Albuquerque"
"92",0,"RT @ginamcgi: The BEST thing GZ can do for young, black, boys is tell the TRUTH and EXPOSE those who protected him. #Racism #BlackTwitter #…"
"93",-2,"RT @adbridgeforth: What we allow, is what will continue. #racism #sexism #classism ...and all the other unnecessary 'isms' in America."
"94",-2,"RT @BolivarEnglish: #Racism: It is interesting that those promoting #terrorism in #Venezuela tend to have a 'less questionable' #ethnicity …"
"95",-2,"#Racism: It is interesting that those promoting #terrorism in #Venezuela tend to have a 'less questionable' #ethnicity and live abroad."
"96",-2,"What we allow, is what will continue. #racism #sexism #classism ...and all the other unnecessary 'isms' in America."
"97",1,"@KimKardashian glad you have used your status as a public figure to speak so openly and honestly about #racism"
"98",-2,"Dark Chocolate+Vanilla Apparently= Milk Chocolate #Racism??? #No ._."
"99",-2,"RT @abdu: #Mauritanian refugees in Senegal refuse to back home because #racism http://t.co/avAyW3a1Xc"
"100",-1,"#Mexican kids in a room with 2 different dolls in different colors. (via @Upworthy &amp; @ArielAzoff ) http://t.co/b6fVFYKsXE #Racism"
"101",-1,"The BEST thing GZ can do for young, black, boys is tell the TRUTH and EXPOSE those who protected him. #Racism #BlackTwitter #crime #Trayvon"
"102",-5,"US condemns N.Korea's 'ugly' racist Obama remarks http://t.co/HyFrgWP8cq via @YahooNews North Korea should be condemned by all #RACISM"
"103",-2,"#GeorgeZimmerman said he wants to become a CIVIL RIGHTS or defense attorney. #J4TM #Trayvon #TrayvonMartin #BlackTwitter #Racism #Crime"
"104",-2,"http://t.co/z7iPOdxKzY Sad truth #racism #black #white #yellow #hispanic #muslim #christian #jewish #equal #hu... http://t.co/Q2OxZpZUyu"
"105",-2,"#Mauritanian refugees in Senegal refuse to back home because #racism http://t.co/avAyW3a1Xc"
"106",1,"RT @JessicaChasmar: NYC Dem plays race card after grand larceny charge: 'I know the color I am' http://t.co/lVL2mX73vJ @washtimes #dems #ra…"
"107",-1,"Find North Koreas comments on Obama amusing! Hope they never want taking seriously, they look more ridiculous than ever now. #Racism"
"108",-1,"we don't make a big enough deal that Francois Hollande used Niggas in Paris for his party's campaign #irony #racism  https://t.co/0X9aV6QtDe"
"109",-2,"RT @wfwforde: Must read! #prejudice #racism #Pasadena http://t.co/lAssaJ5pb8"
"110",-1,"RT @DMashak: #Progressives, President #WoodrowWilson&amp; #Scientific #Racism U cant make it up http://t.co/Np7wOrWBVe #teaparty #occupy #tlot …"
"111",0,"Today a great platform to discuss #Racism with live music art and expression @TheRedRoomUK #TheRWord #Ipswich http://t.co/qfyjxTOGzF"
"112",-2,"@KimKardashian Writes Essay on #Racism, #Discrimination and #Motherhood — SEE IT! http://t.co/LK0tLsBpoU"
"113",0,"RT @ChiefBobbyc: These are at a ""Historic"" restaurant in North Vancouver

Acceptable because?

#racism
#FirstNation http://t.co/0AHTerDAZD"
"114",-2,"@KimKardashian is racist. She only sits on black cock. #racism"
"115",-2,"@RealSkipBayless we won't give him as much time to dissapoint us. Ponder got 3 seasons. TB is black, he'll have 2games #racism show&amp;prove"
"116",-1,"The daughter of @CarlaHad and @AbouJaoudiTony doesn't eat bananas because it's for Monkeys!! #racism   #شي_ماممكن_افهمو"
"117",-1,"#chemical plants and #racism http://t.co/AG3MQUHPl5"
"118",-2,"RT @wfwforde: Must read! #prejudice #racism #Pasadena http://t.co/lAssaJ5pb8"
"119",0,"@ImNotYourMascot Saw that last flame war. White people really mix up (pun intended) being challenged on privilege and facing #racism huh?"
"120",-4,"North Korean news agency calls Obama a 'crossbreed' &amp; a 'monkey' in viciously racist attack http://t.co/Ao6jPkgpdC #Kimjongun #racism #usa"
"121",-1,"RT @JezNews: ""No Indians. No PRCs"": #Racism, #Singapore style. http://t.co/csuHW6xsfD via @dryadusingh"
"122",-2,"Must read! #prejudice #racism #Pasadena http://t.co/lAssaJ5pb8"
"123",-1,"Stop using terms such as reverse-sexism and reverse-racism. It's all the same thing. #sexism #racism"
"124",-3,"@rustyrockets so the left enters new ground in trying to stifle discussion. Refusing meat = #RACISM"
"125",-2,"@SpiderManMovie 
While #SpiderMan does can be entert., there are also numerous problems re: #racism #sexism etc.
http://t.co/9H6w1khJio"
"126",-1,"Study: Companies assume #Blacks applying for jobs are on drugs if they don't drug-test them http://t.co/I2dVDtXf3T #tcot #UniteBlue #racism"
"127",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"128",-1,"WTF IS THIS ""@PoliticalAnt: #Racism, Again: Why Drug Tests Are Helping #Blacks Get Jobs http://t.co/DjnrKQvRyn #UniteBlue #tcot #prejudice"""
"129",-1,"RT @RightWingArt: IMAGE: Hey Al and Jesse! Look! http://t.co/kAKUXwBd9y #race #racism #jessejackson #alsharpton #pimp"
"130",-1,"@KHanlen I'm brown ya fucker #racism"
"131",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"132",-1,"#Racism, Again: Why Drug Tests Are Helping #Blacks Get Jobs http://t.co/dw7G5w1ZN9 #UniteBlue #tcot #prejudice"
"133",-1,"RT @pinkopros: white #UCSC alum @becauseimjo to hijabi alum: ""sit down. go home."" #racism #UCDavisDivest"
"134",1,"Say No to #racism : Adidas #Stripes #Clothes #CassiusClay #Outstanding #Purple #Respect #MuhammadAli #Tshirt #Allin http://t.co/x9qsB9OIIw"
"135",-1,"@SalAte2Much mann if only we was lightskined :(( #racism"
"136",0,"#BigBangTheory #racism 
and congratulations to #penny and #Leonard"
"137",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"138",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"139",-1,"@djnovslayouts um how can I dm u if u don't follow me #racism"
"140",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"141",-1,"RT @JezNews: ""No Indians. No PRCs"": #Racism, #Singapore style. http://t.co/csuHW6xsfD via @dryadusingh"
"142",-1,"RT @2ANow: MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"143",-1,"MT #Guncontrol &amp; #Racism Go Hand in Hand http://t.co/ZOGDg8Iyxq #NJ2AS #2A #uniteblue"
"144",-1,"RT @GOPTeens: #Teens: Do you #agree it's not #racism if you're just #joking?"
"145",-2,"Study Finds #AgeDiscrimination In The #USA Is Actually Worse Than #Sexism Or #Racism - http://t.co/n7S16zbqfF via @HuffPost50"
"146",-5,"RT @TruthfulOrator: Race matters bc it is used to isolate &amp; alienate, divide &amp; conquer, hate &amp; oppress. #racism #equality @SCOTUSblog http:…"
"147",-1,"RT @SanityCheckRS: #Racism was made up.  http://t.co/N8HqtCYQLG"
"148",-1,"#Singapore - #Racism No #Indians or PR #China (Mainlanders) http://t.co/Gg3y8wvm8c via @JezNews"
"149",-2,"RT @StreetRoots: The making of @Whitelandia #Portland filmmakers take a critical look at the city's history of #racism and resilience http:…"
"150",-1,"RT @JezNews: ""No Indians. No PRCs"": #Racism, #Singapore style. http://t.co/csuHW6xsfD via @dryadusingh"
"151",-1,"RT @pinkopros: white #UCSC alum @becauseimjo to hijabi alum: ""sit down. go home."" #racism #UCDavisDivest"
"152",-1,"white #UCSC alum @becauseimjo to hijabi alum: ""sit down. go home."" #racism #UCDavisDivest"
"153",0,"RT @Halibutron: MT @stevenfaraheram: MT @BeyondCoal: #Racism's in the air: determining factor in our air quality #Climate ~@Javier_SC http:…"
"154",-2,"RT @JimmyBear2: STOP 
#RACISM. 
#racism 
#StopRacism 
#nohate 
#TogetherWeCan http://t.co/5DKCRrI4xK"
"155",0,"RT @Halibutron: MT @stevenfaraheram: MT @BeyondCoal: #Racism's in the air: determining factor in our air quality #Climate ~@Javier_SC http:…"
"156",-1,"""No Indians. No PRCs"": #Racism, #Singapore style. http://t.co/csuHW6xsfD via @dryadusingh"
"157",0,"Wonderful #meme #against #racism http://t.co/LDLAbcZOHz"
"158",-3,"@TPBrownlee racism in America I hope these two brothers sue these redneck cops https://t.co/cXPFrEXLoo #racism"
"159",-3,"RT @uberfeminist: SJWs very literally get angry about imaginary jokes. https://t.co/RqcsApTuBc #feminism #racism"
"160",0,"MT @stevenfaraheram: MT @BeyondCoal: #Racism's in the air: determining factor in our air quality #Climate ~@Javier_SC http://t.co/wWhrffKVyK"
"161",-2,"RT @JimmyBear2: STOP 
#RACISM. 
#racism 
#StopRacism 
#nohate 
#TogetherWeCan http://t.co/5DKCRrI4xK"
"162",-2,"STOP 
#RACISM. 
#racism 
#StopRacism 
#nohate 
#TogetherWeCan http://t.co/5DKCRrI4xK"
"163",-1,"#Racism was made up.  http://t.co/ljnCWptJ6z"
"164",-1,"#Racism was made up.  http://t.co/d6QE4QjI5j"
"165",-1,"#Racism was made up.  http://t.co/N8HqtCYQLG"
"166",-1,"#Racism was made up.  http://t.co/UTrPoSAK2e"
"167",-1,"#Racism was made up.  http://t.co/g4zYrkiNgR"
"168",-1,"#Racism was made up.  http://t.co/2MYXmaAcej"
"169",-1,"#Racism was made up.  http://t.co/rGkxINshJ9"
"170",-2,"RT @uberfeminist: Apparently white South Africans cannot be racist http://t.co/Q7C2nUrSAE #racism"
"171",-2,"Apparently white South Africans cannot be racist http://t.co/Q7C2nUrSAE #racism"
"172",1,"RT @WarAgainstWomen: @cnyslh @Cadenitaa Sounds like the corporate mouse thinks #racism will make her rich."
"173",-5,"RT @TruthfulOrator: Race matters bc it is used to isolate &amp; alienate, divide &amp; conquer, hate &amp; oppress. #racism #equality @SCOTUSblog http:…"
"174",-1,"#NaoVaiTerCopa #NoWorldCup #Racism #BoycottCocaCola 

Coca Cola, one of the spon… http://t.co/wpix4bTOc1 #OccupyInfo #OWSinfo #Revoluti..."
"175",1,"@cnyslh @Cadenitaa Sounds like the corporate mouse thinks #racism will make her rich."
"176",-2,"RT @Matt_Dominguez: In this day and age, I find it unbelievable that #racism still exists. Denis Leary, I couldn't agree more. http://t.co/…"
"177",-3,"RT @uberfeminist: SJWs very literally get angry about imaginary jokes. https://t.co/RqcsApTuBc #feminism #racism"
"178",0,"RT @uberfeminist: Apparently jokes about white people were ""specifically made"" to be a coping mechanism https://t.co/LyofdxMVup #NowYouKnow…"
"179",-2,"“@analyzingTV: I thought Ada hated me bc she wouldn't talk to me while I studied for Jew, but I guess she doesn't, she's just Greek” #racism"
"180",-2,"#women #WomenSucceed #racism #culture Rape used as a #weapon of #war in #Africa http://t.co/Xo9ul1jcEz"
"181",-1,"#NaoVaiTerCopa #NoWorldCup #Racism #BoycottCocaCola 

Coca Cola, one of the spon… http://t.co/5GrzN0Rr2A #Occupy #OWS #occupywallstreet..."
"182",-3,"RT @uberfeminist: SJWs very literally get angry about imaginary jokes. https://t.co/RqcsApTuBc #feminism #racism"
"183",-1,"Apparently jokes about white people were ""specifically made"" to be a coping mechanism https://t.co/LyofdxMVup #NowYouKnow #racism #whatever"
"184",0,"RT @Sultanknish Nation of Islam: “We Have Been a Blessing to this Country” http://t.co/NLJGWKdx6t #islam #islamophobia #tcot #racism"
"185",-3,"SJWs very literally get angry about imaginary jokes. https://t.co/RqcsApTuBc #feminism #racism"
"186",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"187",-2,"RT @susanpai: Charlie Crist: 'Intolerable' #Racism Is A 'Big Reason' Why I Left The #GOP

http://t.co/dnuFqgofPb

#Florida"
"188",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"189",-2,"RT @embracediversiT: Sad truth of teachers' bias against Maori pupils in New Zealand revealed in study - http://t.co/s8RtRk06T3 via @nzhera…"
"190",0,"RT @susanpai: The #GOP can't cure itself of the #TeaParty cancer so it's up to #Independents to do so. #RebootCongress #Vote2014 #womenvote…"
"191",0,"I thought i could make it work, but it just turned out to be a love that i lost #Racism"
"192",-2,"RT @Real_Housewives: *smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.…"
"193",-2,"RT @susanpai: Are you implicitly #racist? Take Harvard's online test &amp; see. https://t.co/tBoCJjgeNs #racism #Harvard"
"194",-2,"RT @Real_Housewives: *smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.…"
"195",-2,"Kim Kardashian discovers #racism because of her baby North http://t.co/mJy4PtPLbg #hottculture #discrimination"
"196",-2,"RT @Real_Housewives: *smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.…"
"197",-2,"RT @Real_Housewives: *smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.…"
"198",-2,"RT @Maddad696: https://t.co/JuHWg9pwnH This Person is very sick, please join me &amp; report this racist individual, we don't need its kind in …"
"199",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"200",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"201",-1,"RT @jkanelis: High Plains Blogger | ‘R-word’ surfaces yet again http://t.co/oTlEZNiAOh #CharlieCrist #racism #GOP #BarackObama"
"202",-2,"RT @Real_Housewives: *smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.…"
"203",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"204",-2,"RT @ewsandlin: This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"205",-2,"This young woman just called people a threat based in their ethnic identity. 

#UCDavisDivest #racism"
"206",0,"#quartier #whiteskin #wariaty #eyes #easy #racism #tagsforlikes #tweegram #tflers #tattoo #today #instaweather #i... http://t.co/B2uFY7vl3D"
"207",-2,"*smh RT @TheKardashians2: Kim Kardashian Just Realized Racism Still Exists After Having A Baby KUWTK #Racism http://t.co/ocrg85IyFo"
"208",-2,"https://t.co/JuHWg9pwnH This Person is very sick, please join me &amp; report this racist individual, we don't need its kind in society.#racism"
"209",-1,"RT @uberfeminist: ""Why are so many white men trying to save the planet?"" https://t.co/XpDIWEA1P7 @kate_sheppard @suzyji #feminism #racism #…"
"210",-1,"RT @uberfeminist: Are these scones halal? #CulturalAppropriation #islam #racism"
"211",-1,"@ZeeToThe #racism"
"212",-1,"RT @intensetweeting: Scott Morrison: ""Our border is what allows us to be us."" #australianwhitesupremacistoftheyear #refugees #racism"
"213",-3,"25 Examples of #Liberal #Racism in Quotes - John Hawkins -  http://t.co/7RAwFjizSy via @townhallcom #tcot #tlot #ccot #racists #msm #liars"
"214",-1,"Kim Kardashian Just Realized #racism Still Exists After Having A Baby -  Ever since Kim Kardashian and Kanye West... http://t.co/0PdUZCG3HV"
"215",-1,"""Why are so many white men trying to save the planet?"" https://t.co/XpDIWEA1P7 @kate_sheppard @suzyji #feminism #racism #SillyTitles"
"216",-3,"No doubt about it, #racism is very alive!! So sad!"
"217",-1,"Kim Kardashian Just Realized #racism Still Exists After Having A Baby -  Ever since Kim Kardashian and Kanye West... http://t.co/0PdUZCG3HV"
"218",-1,"RT @uberfeminist: Are these scones halal? #CulturalAppropriation #islam #racism"
"219",-2,"@RobynUrback If that KKK comment is acceptable, why I can't tell @MunibSajjad to join Al Qaeda???? #Hypocrite #racism #politicallycorrect"
"220",-1,"Are these scones halal? #CulturalAppropriation #islam #racism"
"221",-1,"“just like the parents of wanna be thug trayvon” #racism #2014 http://t.co/5DscoZjRRJ"
"222",-2,"#women #WomenSucceed #racism #culture Rape used as a #weapon of #war in #Africa http://t.co/mrjs1sha9X"
