"","score","text"
"36",0,"http://t.co/tMNEKXNNLb #Alcohol #Addiction #Center #American My Life as French Ghetto: a year of joy in the slums of Marseille"
"37",1,"Just went to doco and I'm pretty sure it was the best drunk food ever!! #donuts #yummy #alcohol"
"38",-1,"How music ruins your night out!!
http://t.co/tQe1nJClAj
#publichealth #clubhealth #alcohol #music #urban #epidemiology #hardcore"
"39",0,"When will they invent #synthohol!?  #PowderedAlcohol Maker Defends Product. #Alcohol. http://t.co/lpdRC3Z7i9 via @IFLScience"
"40",1,"Happy weekend! KAx
#suitup #fridaynightdrinks #alcohol #winetime http://t.co/O5QMfOs4TW"
"41",1,"Moderate to heavy #drug &amp; #alcohol use will soon negatively impact your sexual functioning. Try it straight for the best #sexual experiences"
"42",1,"RT @Medcanpoet: @Lyferdeadhead FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T.  Agree? RT.  End #WarBetweenDrugs. http://t.…"
"43",-2,"Unhealthy mix of #drugs and #alcohol still rampant in all parts of the community http://t.co/SbnEEhDEix"
"44",0,"Impact of a medical student #alcohol intervention #workshop using recovering alcoholics as simulated patients http://t.co/eGC06cnipr"
"45",1,"@Lyferdeadhead FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"46",0,"http://t.co/Oki4TIsW1g #alcohol #addiction #recovery #sober #alcoholism #aa #xa #TimeToTalk #WeDoRecover #mhsa  http://t.co/tlpszBzvDx"
"47",0,"Starting to look forward to getting away from reality for a few days with @gotado08 #Sun #Sea #Alcohol #BBF #Spain ... Hurry up 35 days ☀️✈️"
"48",-1,"RT @drugsreport: Do You Have an #Alcohol or #Drug #Problem ? | see more: http://t.co/8OXpcUhP26"
"49",2,"GOOD MORNING! Parkin is always so cheerful #alcohol #beak http://t.co/IaTMgzzmwJ"
"50",-1,"RT @SCPHRP: UK  news: Public perceive #alcohol adverts breach regulatory code, research finds http://t.co/4JeETxoP3C"
"51",0,"""What's the voltage?!"" said 42 year-old cousin. She meant #alcohol content.."
"52",0,"#Alcohol #Beer #beerofthefuture #botany #brewing #happyhour #homeofthefuture #hoptech431 #Hops #sixpointbrewery Drink http://t.co/h1MfROk9kt"
"53",0,"RT @EssentialFact: If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv…"
"54",-1,"UK  news: Public perceive #alcohol adverts breach regulatory code, research finds http://t.co/4JeETxoP3C"
"55",0,"#Alcohol #beer #beerofthefuture #botany #brewing #happyhour #homeofthefuture #hoptech431 #hops #sixpointbrewery Drink http://t.co/UcMPir3CsO"
"56",0,"RT @AliceClarke44: Besties! #bffs #out #fun #limelight #alcohol #drunk #craic #bathroom #mirror #selfie #usual #insta so… http://t.co/jauXE…"
"57",0,"""we're gonna go for a ride"" - police ""ughhahghguggahgh"" - Gary? At least he's alive I guess #lulz #MIZ #brookside #stopday #alcohol"
"58",-1,"""Gary! Gary! Reply to me! Oh my god!"" the sounds of #brookside *unintelligible screaming and yelling* ""he LIVES!"" #ambulance #lulz #alcohol"
"59",0,"RT @patientopinion: ""I am now over 100 days sober + continue to be cared for + supported by @Swanswell"" #alcohol #addiction https://t.co/3p…"
"60",-3,"Sorry sweetie, but no. #Alcohol isn't an excuse for being a dirty #slut. Nice try though."
"61",0,"#wine #alcohol #Whiskey #relationships #lol http://t.co/dZK1YdMgy0"
"62",0,"Dats a quarter million a edge in my nigga #alcohol"
"63",0,"It's a liquid diet.....#alcohol"
"64",1,"Obviously not #starbucks lol #alcohol hehe the best kind of orange juice. http://t.co/CiCXW2KXJL"
"65",1,"RT @LisetteMonster: What a great idea!!!  #mixeddrinks #liquor #soda #alcohol http://t.co/nRNPLVgzdw"
"66",1,"RT @ThisIs_MIDDIT: Best way to relax  
#relax #bubbles #baths #soothing #alcohol #candles #itsagthang #snapchat #selfie… http://t.co/Fk5N…"
"67",1,"RT @manabouttown75: Photo: Supporting the homies @themaxologist &amp; @tghtntrl at #Celeste. #manabouttown #alcohol #supportyourdj... http://t.…"
"68",1,"Best way to relax  
#relax #bubbles #baths #soothing #alcohol #candles #itsagthang #snapchat #selfie… http://t.co/Fk5Nur8OEK"
"69",0,"At http://t.co/6MUzXBvskf -- Godzilla after party!!! #Godzilla #IHaveTheHookups #Food #Alcohol"
"70",-1,"Do You Have an #Alcohol or #Drug #Problem ? | see more: http://t.co/8OXpcUhP26"
"71",0,"#ZacEfron Speaks Openly About #Alcohol And #DrugAbuse #Issues | see more: http://t.co/XPnr92s2CT"
"72",0,"Hagel orders DOD-wide #alcohol review after #sexassault report | see more: http://t.co/vuUYxf2Sxo"
"73",-2,"Adults at higher risk of #suicideattempt if #parent abused #alcohol , research finds | see more: http://t.co/KX4u5r4EX5"
"74",1,"One delicious  Surprisingly smoky beer

#beer #alcohol http://t.co/zuuG8XfbmB"
"75",-1,"Drinking and walking is deadly.Over a third of d pedestrians killed had blood #alcohol levels .http://t.co/H8OHCKREkV #alcoholism,#Drinking"
"76",0,"RT @AliceClarke44: Besties! #bffs #out #fun #limelight #alcohol #drunk #craic #bathroom #mirror #selfie #usual #insta so… http://t.co/jauXE…"
"77",0,"Ya I know I have a problem but I don't  fuckin care anymore this is my life so I'll make the best of it.
#weed
#alcohol
#drugs"
"78",2,"My Wonderfully Nonscientific Approach to Addiction Recovery http://t.co/j9NITZcWk9 #alcohol"
"79",0,"One tequila, two tequila, three tequila, floor. #alcohol"
"80",-1,"RT @BBCAfrica: More than 60 people are reported to have died in #Kenya after drinking homemade #alcohol http://t.co/0FQPgYROCu http://t.co/…"
"81",-1,"I skipped out on my AA meeting to get drunk tonight #drinking #alcohol #bar #party"
"82",0,"Besties! #bffs #out #fun #limelight #alcohol #drunk #craic #bathroom #mirror #selfie #usual #insta so… http://t.co/jauXEkHu8o"
"83",1,"I'm a bipolar drugy and my mood swings are off the fuckin charts right now.
#idontgiveafuck
#weed
#alcohol"
"84",0,"RT @DubFaceKiller: Hmmm tasty! #alcohol #cronx #croydon http://t.co/UNWJ4FMLdo"
"85",0,"Photo: Hmmm tasty! #alcohol #cronx #croydon http://t.co/NZSD4e1Sjo"
"86",0,"Hmmm tasty! #alcohol #cronx #croydon http://t.co/UNWJ4FMLdo"
"87",-2,"RT @ProbationChiefs: New report by @HMIProbation on violent offending encouraging, but urges greater focus on tackling #alcohol misuse http…"
"88",-1,"RT @BBCAfrica: More than 60 people are reported to have died in #Kenya after drinking homemade #alcohol http://t.co/0FQPgYROCu http://t.co/…"
"89",-1,"Related: I'm going to have the illest ulcer by the end of the semester. #alcohol #coffee #stress #trifectaofstomachwallruiners"
"90",3,"Last night!!! Was soo good!!!.. Wish was always that good!! :) #Fun #Alcohol #People #lovedlife #birthday"
"91",3,"What is it like going #Alcohol free? Here are 10 positives I bet you didn’t consider: http://t.co/yLVOsPAyDb @soberistas"
"92",0,"""7 Things I Learned During My Year Without #Alcohol http://t.co/PbBjtujibn"" via @HuffPostWomen"
"93",0,"#Alcohol #Beer #beerofthefuture #botany #brewing #happyhour #homeofthefuture #hoptech431 #Hops #sixpointbrewery Drink http://t.co/E2WOORgRJp"
"94",2,"""Do you want to play the I trust you game?""- my favorite bartender at The Royal. #college #alcohol #yolo #Bellingham #WorthIt @kayjay610"
"95",0,"7 Things I Learned During My Year Without #Alcohol http://t.co/MT9UN8PuaE via @HuffPostWomen"
"96",1,"When we were last in LATE NIGHT ALCOHOL DELIVERY, we were thrilled. See more http://t.co/hDETFSythN #LONDON #LATE #DELIVERY #ALCOHOL"
"97",1,"Photo: Supporting the homies @themaxologist &amp; @tghtntrl at #Celeste. #manabouttown #alcohol #supportyourdj... http://t.co/W9jwR9cgxc"
"98",1,"Gabi's delivery service kkkk #friends #GreatMoments #Tacos #Alcohol #Chopsticks #LCBO #Love #Laugh http://t.co/ej9QZyn5sd"
"99",-1,"RT @C3health: Yes @EU_ZMK! #NCDs: 37 million deaths preventable by reducing 6 risk factors. http://t.co/8XaFz7qPCL #obesity #tobacco #BP #a…"
"100",0,"RT @KremlinKW: #WCY2014health Creating healthy environments/ societies to minimise the burden of #tobacco #junkfood #alcohol. What role wou…"
"101",0,"5 ways #alcohol is affecting your #sleep http://t.co/b3QB4eoAfG"
"102",0,"RT @Regina_Kenney: Barrels of Booze at Chicago Distilling Company on the @ChicagoUntapped tour. #Alcohol http://t.co/KdhFIPBQtL"
"103",0,"#Alcohol And Drug Counseling:The Therapy For Alcohol Addiction  #article 148916 Myartsubmit"
"104",0,"@savebyJohnson did the drunkness help u tonight? #alcohol #ThirstyThursday #drunkhockey"
"105",0,"Had a crazy fun night, meeting all of the girls fellow classmates, who are all crazy fun! #goodtimes #goodpeople #alcohol"
"106",0,"RT @EssentialFact: If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv…"
"107",0,"RT @EssentialFact: If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv…"
"108",0,"Wacha siasa RT @nicomaina: To avoid the #SipOfDeath completely kenyans should stop taking #alcohol completely #kot"
"109",1,"@lizards112 FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"110",0,"RT @ChubsBeebs: some days we just need a breather #shotsshots #vancouver #vancity #ebisu #vanfoodie #foodie #alcohol… http://t.co/Cl62OzVqMn"
"111",0,"#yes RT @heatherfaherty: I can't even fathom how much of a trillionaire this dude is going to be: http://t.co/0aS0TdCI8A #palcohol #alcohol"
"112",0,"RT @ChubsBeebs: some days we just need a breather #shotsshots #vancouver #vancity #ebisu #vanfoodie #foodie #alcohol… http://t.co/Cl62OzVqMn"
"113",0,"RT @ChubsBeebs: some days we just need a breather #shotsshots #vancouver #vancity #ebisu #vanfoodie #foodie #alcohol… http://t.co/Cl62OzVqMn"
"114",-1,"RT @VixenRogue: @VixenRogue son of a bitch I can't talk. Done deal. #alcohol"
"115",0,"RT @EssentialFact: If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv…"
"116",-1,"@VixenRogue son of a bitch I can't talk. Done deal. #alcohol"
"117",0,"RT @EssentialFact: If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv…"
"118",1,"All I can think about is malia in 25 days time! Oh my..... #excited #cantwait #alcohol #sun #holiday"
"119",1,"FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"120",0,"If you drink routinely, find out what good and bad that alcohol does to your body. #alcohol #health  http://t.co/FMHZLxv8AV"
"121",0,"I can't even fathom how much of a trillionaire this dude is going to be: http://t.co/8aWMupIoGR #palcohol #alcohol"
"122",1,"Good advice. 7 Things I Learned During My Year Without #Alcohol. http://t.co/pw4ulu9GIO via @HuffPostWomen"
"123",1,"Nice photos LATE NIGHT ALCOHOL DELIVERY(London) at http://t.co/hDETFSythN #STORE #ALCOHOL #NIGHT #LONDON #LIQUOR #DELIVERY #STORE"
"124",0,"RT @akapartygod: the only draft i care about is beer

RT if youre a real #craftsmen #realdrinkersonly #alcohol #21plus"
"125",0,"#Party #Alcohol #Friend #Yeeii kenclub ⚫️⚫️⚫️ @ Ken Roma http://t.co/WHIQtLtwVn"
"126",0,"@SenoritaGray do u do #alcohol?"
"127",0,"#Alcohol #beer #beerofthefuture #botany #brewing #happyhour #homeofthefuture #hoptech431 #hops #sixpointbrewery Drink http://t.co/UcMPir3CsO"
"128",-1,"Thought I lost my purse. Turns out it was on the hook it's supposed to be on the whole time. #alcohol"
"129",1,"RT @Medcanpoet: @Wadolf420 FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://…"
"130",0,"Thirsty Anyone. Science of Beer http://t.co/8dDPHtOJLq #ScienceofBeer #Science #Beer #TurnUp #Brewing #Alcohol #Brewing #SnowBeer #BudLight"
"131",1,"I love u all &lt;3 #selfharm #drugs #alcohol http://t.co/HIc9pUsGPJ"
"132",1,"#fashion #comedy #nudity #art #poverty #oxygen #alcohol #cats #levity #salsa #egg #cheese #HGTV #reaching #love #perspective #giving #guitar"
"133",1,"#skyLounge #family #humo #alcohol #bendecidas #love #laparadetucoroentero http://t.co/rk60wiarGs"
"134",0,"Police have confiscated large amounts of #alcohol from a boat near #Male’. #Maldives"
"135",1,"RT @anarock: Like this is actually me. #alcohol http://t.co/mh5ZQpWMyg"
"136",0,"RT @TheDrGinger: Foods to help to #detox your #liver   #livercleanse Avoid #alcohol http://t.co/CbCtzfR06q"
"137",0,"To avoid the #SipOfDeath completely kenyans should stop taking #alcohol completely #kot"
"138",0,"RT @akapartygod: the only draft i care about is beer

RT if youre a real #craftsmen #realdrinkersonly #alcohol #21plus"
"139",0,"RT @Kaley__Marie: Things are going to get real w/ my girl @megancbayham and I tonight #girls #legs #alcohol #noshirts"
"140",0,"RT @akapartygod: the only draft i care about is beer

RT if youre a real #craftsmen #realdrinkersonly #alcohol #21plus"
"141",0,"Things are going to get real w/ my girl @megancbayham and I tonight #girls #legs #alcohol #noshirts"
"142",0,"Just Add #Alcohol: What's #Falernum? http://t.co/Xy7PuJ5Ut7 #cocktails #mixology #recipes"
"143",0,"RT @akapartygod: the only draft i care about is beer

RT if youre a real #craftsmen #realdrinkersonly #alcohol #21plus"
"144",0,"the only draft i care about is beer

RT if youre a real #craftsmen #realdrinkersonly #alcohol #21plus"
"145",-2,"What's wrong with me right now I just said to Sarah ""let me spit on your pussy""..... I have fucking issues #alcohol"
"146",0,"Very much needed!! Blended lime margarita #stressreliever #alcohol #mybestfriend… http://t.co/v4C9Tn6CS5"
"147",1,"RT @InkWhiskey: More flasks in stock! Super Bar Hop and Collectors Pack are back in stock! #startup #alcohol #retrogaming #gaming"
"148",0,"#TBT Gibleys Gin Cake.
#cakestresscouture #cake #fondant #cakeart #dessert #alcohol #cocktail #bar… http://t.co/QLnKO1AloS"
"149",1,"RT @InkWhiskey: More flasks in stock! Super Bar Hop and Collectors Pack are back in stock! #startup #alcohol #retrogaming #gaming"
"150",1,"RT @InkWhiskey: More flasks in stock! Super Bar Hop and Collectors Pack are back in stock! #startup #alcohol #retrogaming #gaming"
"151",0,"#Alcohol #Beer #beerofthefuture #botany #brewing #HAPPYHOUR #homeofthefuture #hoptech431 #hops #sixpointbrewery Drink http://t.co/DYXTb9KGg5"
"152",1,"RT @InkWhiskey: More flasks in stock! Super Bar Hop and Collectors Pack are back in stock! #startup #alcohol #retrogaming #gaming"
"153",1,"More flasks in stock! Super Bar Hop and Collectors Pack are back in stock! #startup #alcohol #retrogaming #gaming"
"154",1,"#drink #rela #juernes #night #alcohol #great @bananascoctel  _Carlp"
"155",1,"@bagmansgirl FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"156",1,"#mañana #trabajo #bye #alcohol #my #best #friend #a #falta #de #amor #alcohol http://t.co/mkBLdvakXn"
"157",0,"Tomorrow Friday  #turnup #alcohol @Jade_Assasin"
"158",1,"@Wadolf420 FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"159",0,"Who is really to blame with work related drinking. Social drinks or those dependant on alcohol? #alcohol #health http://t.co/EnV88Zc7z3"
"160",0,"@UofT research:  One in 25 middle school children binge drinking via @ScienceDaily http://t.co/OolJCV8HIK #alcohol #youth #publichealth"
"161",0,"#longbeach #LA #RedRubyCocktail #alcohol #crewlife #lovelife #yardhouse http://t.co/oh0d693GEf"
"162",1,"FAIR GO RISES: ""ETH VIOLENCE."" Ethyl #Alcohol Drug Awareness T-shirt.  Agree? RT.  End #WarBetweenDrugs. http://t.co/J0EezAfw4y"
"163",0,"#relax #music #RedBull #alcohol #Chandon #Champagne #chat #friends http://t.co/cgBSTQCmUZ"
"164",0,"Hour ten going strong and hard #alcohol"
"165",1,"RT @NLuangrath: @TrumanApp Staying #safe and avoiding #alcohol in this #ToastToTruman (in other words I have a final paper to finish) http:…"
"166",1,"Festives with my boy jimmy 7 yrs strong #drinks #shots #21 #alcohol #patron #henny http://t.co/mswCrURHjx"
"167",0,"#tequila #sambucha #cheep #alcohol #thailand http://t.co/pEHJFR5eX5"
"168",-1,"Kanye ... - http://t.co/vO2UuYz4wn - #Alcohol #Demotivational #Drank #Drink #Drunk #Funny #Humor #Image #Motivational #Photo #Picture"
"169",0,"I drink alone on Thursdays because thirsty Thursday means #alcohol"
"170",-1,"#crazy #kids #alcohol #gettapped @ http://t.co/80hIThyvrE http://t.co/mBKBcB9AAw"
"171",3,"Hash tags are great. They make whatever media you're publishing more public.  You can also get exciting, new friends who also like #alcohol"
"172",1,"@TrumanApp Staying #safe and avoiding #alcohol in this #ToastToTruman (in other words I have a final paper to finish) http://t.co/lAIcRT0Ka7"
"173",1,"But I get monz in 6 hours. #itspayday #hooray #gonnaspenditall #overflowing rivers of #alcohol"
"174",-2,"Half of my pictures are of alcohol and the other half is ""selfies"" I might have a drinking problem #selfie #alcohol #hashtag #bored"
"175",2,"Friends c:
#friends #beer #alcohol #water #lake #water #clouds #lunenburg #fun #trees #beautiful… http://t.co/OsGzvWMHAf"
"176",0,"RT @ReGenUC: #Alcohol lockout laws appear to be having an effect on nightlife outside the Cross and the CBD (NSW) | http://t.co/nmrNqFk1P8"
"177",0,"Increases in availability of #alcohol do not lead to increases in consumption or harm. #thoughts ?"
"178",-1,"RT @SueMiers1: Fetal exposure #alcohol not listed as risk factor?Why? A leading cause of poor cognition in children http://t.co/o0Ivewqr28 …"
"179",0,"RT @NACCHOAustralia: Tailoring a family-based #alcohol intervention for #Aboriginal Australians, based on Aboriginal health worker input ht…"
"180",0,"RT @NDARCNEWS: Changing an #alcohol intervention to suit #Aboriginal Aussies, inc. changes to language, no. of sessions, counsellors http:/…"
"181",0,"*New* H-Artistry #2014 #Penang Artiste Lineup &amp; Profile http://t.co/5uHHlSqozB #alcohol #blogger #event #hennessy"
"182",2,"It was a good day with my beautiful girlfriend now relaxation time! #alcohol #slushy #lesbian… http://t.co/bUNuEtROJh"
"183",0,"Me &amp; the boyfriend made supper. #drink #alcohol #rum #sailerjerrys #spicedrum #gingerbeer… http://t.co/JXWOdX2ckZ"
"184",-1,"Tomorrow the doors of heaven will close, and the doors of hell will unleash #BridgeStreetRun2014 #party #alcohol #liquor #partyrockers"
"185",0,"RT @JeannetteRami17: @dkesa90 this is how we do it!! #teamigotarecnow Lol #dabs #alcohol "
"186",0,"#Alcohol #Drug #Classes #Online at http://t.co/Y5dPUzpK9O"
"187",1,"What a great idea!!!  #mixeddrinks #liquor #soda #alcohol http://t.co/nRNPLVgzdw"
"188",0,"I feel as if this is true for a lot of people #beer #alcohol http://t.co/pbTTsc3Bup"
"189",0,"*New* H-Artistry 2014 Returns To Penang This May http://t.co/UfJ1TTqKO7 #alcohol #blogger #event #hennessy"
"190",1,"""Blue Magic"" #tipsyfan #drinks #cocktails #alcohol #tipsy #uvvodka #hpnotiq http://t.co/ze0yerYtY7"
"191",0,"How to find the solution for #alcohol to have no #health consequences http://t.co/tld6mkyqQD"
"192",2,"Love my life. Especially now, new friends, new scene, 100% me. #life #fun #alcohol #letsdance"
"193",0,"#Alcohol #Beer #beerofthefuture #botany #brewing #happyhour #homeofthefuture #hoptech431 #Hops #sixpointbrewery Drink http://t.co/E2WOORgRJp"
"194",0,"Aww yiss #threeolives #threeolivestartz #alcohol http://t.co/fxQhetIpjS"
"195",1,"Happy Mothers Day to me  #margaritaville #margsonmargs #alcohol http://t.co/llqOz0gInI"
"196",0,"RT @lucidillusions_: Periodic table of #Alcohol. http://t.co/qozbLUmocR"
"197",-1,"I'm having 2 graduation parties.  One for family and then one at a night club(:Turn the fuck up. #strippers #Alcohol http://t.co/yviwzHoevr"
"198",-1,"RT @CHCHNews: Mary Walsh on alcohol struggle http://t.co/p0QJPD0HWj #alcohol #marywalsh #mentalhealth"
"199",0,"RT @KeeraMcKinney: Ever tried to explain to a middle schooler why #alcohol is legal, and #marijuana isn't? The ""Rules"" About Drugs: http://…"
"200",0,"I don't think there is water in manziel's water bottle anymore.  #alcohol"
"201",0,"@Viiianeiiciita #arriba #alcohol"
"202",0,"""Why don't they just stop?"" 
3 Minutes to Compassion for Addicts
#Addictions #Drunk #High #Alcohol #Marijuana... http://t.co/5OsoPm4m1w"
"203",0,"Tbt Con @flowneto_inc #2010 #NewYork #Memories #Alcohol #Friends #Fiesta http://t.co/RxW3Xr1umX"
"204",0,"Got me a ""Poppin Molly"" from the daiquiri shop #Molly #alcohol http://t.co/UwIVG42NcI"
"205",0,"RT @ReGenUC: Sydney venues to use ID scanners from June | http://t.co/zdKhnbRqgP #alcohol #violence #drugpolicy"
"206",0,"""You can play the fun game called alcoholism. You play by yourself and you can't lose""-@Prof_Plutonium #alcohol #turnup"
"207",0,"@MuskBuck the 2/3 are there for the beer. I swear if tailgating wad outlawed we'd have have the worst fans ever. #alcohol"
"208",2,"Polish beer time! #lech #piwo #beer #alcohol #green #bottle #yummy #love #like #follow #who #likes… http://t.co/Nuqs80iwbh"
"209",0,"RT @FOHBootlegger: #throwbackthursday #wishfulthinking #Mixology #craftbar #hteam #GMisms #whiskey #alcohol #happyhour http://t.co/oq6Zld0i…"
"210",0,"#throwbackthursday #wishfulthinking #Mixology #craftbar #hteam #GMisms #whiskey #alcohol #happyhour http://t.co/oq6Zld0iu3"
"211",2,"#party #memories #saturday #night #nightlife #alcohol #hangover #friends #friendship #like #look #amazing http://t.co/h2vmd0dopm"
"212",0,"RT @KeeraMcKinney: Ever tried to explain to a middle schooler why #alcohol is legal, and #marijuana isn't? The ""Rules"" About Drugs: http://…"
"213",-1,"#Habits That Damage Your Liver http://t.co/rJkL59afFi #Alcohol #food"
"214",0,"Ever tried to explain to a middle schooler why #alcohol is legal, and #marijuana isn't? The ""Rules"" About Drugs: http://t.co/gYrFh4uzIP"
"215",1,"Few quiet drinks :) #alcohol #drink #party #coxsbar #hatetheplace #yolo @ Coxs Bar &amp; Restaurant http://t.co/3u0wSoKN5F"
"216",0,"At http://t.co/CHnL3vl4pk -- #alcohol #drug #alcoholanddrugs #alcoholisadrug #AA #staysober #sobriety #abstinen... http://t.co/jxgJ6AmWip"
"217",6,"Jueves de feria! #me #girl #beautiful #beauty #longhair #cute #nice #happy #smile #drink #alcohol… http://t.co/rJ1G7d85oj"
"218",1,"#Alcohol #Recovery #Counseling Online via Skype http://t.co/G1iJ8LTLg7 Please Retweet!"
"219",3,"Super inspiring. I went a month without #alcohol and started noticing these things. Props to a year. #inspiration | http://t.co/1KM68LA0cU"
"220",-1,"Noche de #Sick con los pi&lt;3 #friends #night #goodmusic #flowers #alcohol http://t.co/kJg7IKpyuy"
"221",1,"RT @OnlineMall98: Duty Free #Alcohol &amp; #Spirits - #International Orders Accepted - #Worldwide Shipping - http://t.co/7YhW0vl6Z0 - #DutyFree…"
